id,distance
MutationIdentifier [location=Location [clazz=org.apache.commons.cli.PatternOptionBuilder method=getValueClass methodDesc=(C)Ljava/lang/Object;] indexes=[24] mutator=org.pitest.mutationtest.engine.gregor.mutators.NullReturnValsMutator],24
MutationIdentifier [location=Location [clazz=org.apache.commons.cli.PatternOptionBuilder method=getValueClass methodDesc=(C)Ljava/lang/Object;] indexes=[24] mutator=org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator],154
MutationIdentifier [location=Location [clazz=org.apache.commons.cli.PatternOptionBuilder method=getValueClass methodDesc=(C)Ljava/lang/Object;] indexes=[29] mutator=org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator],154
MutationIdentifier [location=Location [clazz=org.apache.commons.cli.PatternOptionBuilder method=getValueClass methodDesc=(C)Ljava/lang/Object;] indexes=[29] mutator=org.pitest.mutationtest.engine.gregor.mutators.NullReturnValsMutator],24
MutationIdentifier [location=Location [clazz=org.apache.commons.cli.PatternOptionBuilder method=getValueClass methodDesc=(C)Ljava/lang/Object;] indexes=[34] mutator=org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator],154
MutationIdentifier [location=Location [clazz=org.apache.commons.cli.PatternOptionBuilder method=getValueClass methodDesc=(C)Ljava/lang/Object;] indexes=[34] mutator=org.pitest.mutationtest.engine.gregor.mutators.NullReturnValsMutator],24
MutationIdentifier [location=Location [clazz=org.apache.commons.cli.PatternOptionBuilder method=getValueClass methodDesc=(C)Ljava/lang/Object;] indexes=[39] mutator=org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator],154
MutationIdentifier [location=Location [clazz=org.apache.commons.cli.PatternOptionBuilder method=getValueClass methodDesc=(C)Ljava/lang/Object;] indexes=[39] mutator=org.pitest.mutationtest.engine.gregor.mutators.NullReturnValsMutator],24
MutationIdentifier [location=Location [clazz=org.apache.commons.cli.PatternOptionBuilder method=getValueClass methodDesc=(C)Ljava/lang/Object;] indexes=[44] mutator=org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator],154
MutationIdentifier [location=Location [clazz=org.apache.commons.cli.PatternOptionBuilder method=getValueClass methodDesc=(C)Ljava/lang/Object;] indexes=[44] mutator=org.pitest.mutationtest.engine.gregor.mutators.NullReturnValsMutator],24
MutationIdentifier [location=Location [clazz=org.apache.commons.cli.PatternOptionBuilder method=getValueClass methodDesc=(C)Ljava/lang/Object;] indexes=[49] mutator=org.pitest.mutationtest.engine.gregor.mutators.NullReturnValsMutator],24
MutationIdentifier [location=Location [clazz=org.apache.commons.cli.PatternOptionBuilder method=getValueClass methodDesc=(C)Ljava/lang/Object;] indexes=[49] mutator=org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator],154
MutationIdentifier [location=Location [clazz=org.apache.commons.cli.PatternOptionBuilder method=getValueClass methodDesc=(C)Ljava/lang/Object;] indexes=[54] mutator=org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator],154
MutationIdentifier [location=Location [clazz=org.apache.commons.cli.PatternOptionBuilder method=isValueCode methodDesc=(C)Z] indexes=[3] mutator=org.pitest.mutationtest.engine.gregor.mutators.rv.UOI4Mutator],14
MutationIdentifier [location=Location [clazz=org.apache.commons.cli.PatternOptionBuilder method=isValueCode methodDesc=(C)Z] indexes=[6] mutator=org.pitest.mutationtest.engine.gregor.mutators.rv.UOI4Mutator],14
MutationIdentifier [location=Location [clazz=org.apache.commons.cli.PatternOptionBuilder method=isValueCode methodDesc=(C)Z] indexes=[9] mutator=org.pitest.mutationtest.engine.gregor.mutators.rv.UOI4Mutator],14
MutationIdentifier [location=Location [clazz=org.apache.commons.cli.PatternOptionBuilder method=isValueCode methodDesc=(C)Z] indexes=[12] mutator=org.pitest.mutationtest.engine.gregor.mutators.rv.UOI4Mutator],14
MutationIdentifier [location=Location [clazz=org.apache.commons.cli.PatternOptionBuilder method=isValueCode methodDesc=(C)Z] indexes=[15] mutator=org.pitest.mutationtest.engine.gregor.mutators.rv.UOI4Mutator],14
MutationIdentifier [location=Location [clazz=org.apache.commons.cli.PatternOptionBuilder method=isValueCode methodDesc=(C)Z] indexes=[18] mutator=org.pitest.mutationtest.engine.gregor.mutators.rv.UOI4Mutator],14
MutationIdentifier [location=Location [clazz=org.apache.commons.cli.PatternOptionBuilder method=isValueCode methodDesc=(C)Z] indexes=[21] mutator=org.pitest.mutationtest.engine.gregor.mutators.rv.UOI4Mutator],14
